SENTIDO,LATITUD,LONGITUD,anio,mes,dia,hr,greater_mean
Interna,-34.53698,-58.470968000000006,2020,3,8,8,True
Interna,-34.618036,-58.410236,2021,10,26,7,False
Interna,-34.588796,-58.38152,2021,10,29,6,True
Ingreso,-34.588796,-58.38152,2021,9,16,16,True
Interna,-34.53698,-58.470968000000006,2020,3,2,3,False
Egreso,-34.588796,-58.38152,2021,12,23,12,True
Egreso,-34.588796,-58.38152,2021,6,19,15,False
Egreso,-34.588796,-58.38152,2021,11,2,21,False
Interna,,,2021,5,7,0,False
Egreso,-34.588796,-58.38152,2021,11,21,19,True
Interna,-34.588796,-58.38152,2020,10,27,13,True
Interna,-34.60855,-58.372951,2022,1,30,1,False
Interna,-34.633299,-58.468594,2021,10,28,13,False
Interna,-34.618036,-58.410236,2021,4,11,19,True
Interna,-34.579632000000004,-58.427733,2020,5,12,23,False
Interna,-34.60855,-58.372951,2020,12,16,18,True
Ingreso,-34.633299,-58.468594,2021,2,12,19,True
Interna,-34.579632,-58.427733,2020,10,18,16,False
Interna,-34.60855,-58.372951,2020,11,14,22,True
Interna,-34.53698,-58.470968,2020,11,27,3,False
Interna,-34.53698,-58.470968,2021,5,16,15,True
Ingreso,-34.588796,-58.38152,2021,6,13,3,False
Interna,-34.588796,-58.38152,2021,10,3,13,True
Interna,-34.588796,-58.38152,2021,9,13,10,True
Interna,-34.53698,-58.470968,2020,11,14,20,True
Interna,-34.53698,-58.470968000000006,2020,6,19,9,True
Interna,-34.633299,-58.468594,2021,1,24,13,False
Interna,-34.60855,-58.372951,2022,1,4,23,False
Egreso,-34.579632,-58.427733,2021,11,10,11,False
Interna,-34.633299,-58.468594,2020,4,12,20,False
Ingreso,-34.633299,-58.468594,2021,12,2,15,True
Ingreso,-34.633299,-58.468594,2021,6,7,3,False
Interna,-34.579632,-58.427733,2020,9,27,3,False
Interna,-34.53698,-58.470968000000006,2020,6,1,1,False
Ingreso,-34.633299,-58.468594,2020,7,16,12,True
Ingreso,-34.588796,-58.38152,2020,3,9,17,True
Interna,-34.588796,-58.38152,2021,1,5,7,True
Interna,-34.60855,-58.372951,2020,11,10,1,False
Interna,-34.53698,-58.470968,2021,11,16,3,False
Interna,-34.588796,-58.38152,2022,1,1,4,False
Ingreso,-34.588796,-58.38152,2021,5,4,13,True
Egreso,-34.588796,-58.38152,2020,11,25,8,True
Egreso,-34.588796,-58.38152,2021,12,20,18,True
Egreso,-34.588796,-58.38152,2020,8,3,3,False
Egreso,-34.579632,-58.427733,2020,10,17,4,False
Interna,-34.60855,-58.372951,2021,9,19,21,False
Interna,-34.588796,-58.38152,2020,5,29,10,True
Ingreso,-34.633299,-58.468594,2022,2,12,7,True
Interna,-34.579632,-58.427733,2021,4,21,2,False
Interna,-34.633299,-58.468594,2020,11,5,12,False
Interna,-34.618036,-58.410236,2022,1,4,10,True
Interna,-34.588796,-58.38152,2022,1,5,5,False
Interna,-34.618036,-58.410236,2020,3,15,10,False
Interna,-34.588796,-58.38152,2021,12,31,3,False
Interna,-34.53698,-58.470968,2021,10,26,19,True
Ingreso,-34.588796,-58.38152,2021,4,6,15,True
Egreso,-34.588796,-58.38152,2020,10,29,23,False
Egreso,-34.579632,-58.427733,2020,10,25,15,False
Egreso,-34.633299,-58.468594,2021,12,23,23,True
Egreso,-34.633299,-58.468594,2020,12,11,21,True
Ingreso,-34.588796,-58.38152,2021,8,26,20,False
Interna,-34.579632,-58.427733,2020,10,25,8,False
Interna,-34.633299,-58.468594,2021,3,22,13,False
Interna,-34.633299,-58.468594,2020,10,25,22,False
Interna,-34.618036,-58.410236,2021,1,5,3,False
Interna,-34.633299,-58.468594,2020,3,12,6,False
Egreso,-34.579632,-58.427733,2021,9,10,23,False
Egreso,-34.579632,-58.427733,2021,7,20,17,False
Interna,-34.60855,-58.372951,2021,4,28,18,True
Egreso,-34.588796,-58.38152,2021,12,26,2,False
Egreso,-34.588796,-58.38152,2020,11,17,7,True
Ingreso,-34.588796,-58.38152,2021,9,3,16,True
Ingreso,-34.633299,-58.468594,2022,2,25,2,False
Interna,-34.633299,-58.468594,2021,11,11,13,False
Interna,-34.60855,-58.372951,2021,5,12,7,True
Egreso,-34.633299,-58.468594,2020,3,30,15,False
Ingreso,-34.633299,-58.468594,2021,7,26,0,False
Ingreso,-34.633299,-58.468594,2022,2,24,12,True
Egreso,-34.588796,-58.38152,2021,8,20,23,False
Ingreso,-34.588796,-58.38152,2021,10,27,13,True
Egreso,-34.633299,-58.468594,2020,5,19,11,True
Interna,-34.588796,-58.38152,2021,6,16,7,True
Ingreso,-34.633299,-58.468594,2021,3,31,11,True
Interna,-34.633299,-58.468594,2021,11,21,23,False
Egreso,-34.588796,-58.38152,2020,4,30,1,False
Interna,-34.618036,-58.410236,2020,7,7,14,True
Interna,-34.618036,-58.410236,2021,10,24,2,False
Interna,-34.618036,-58.410236,2020,3,9,17,False
Interna,-34.579632,-58.427733,2020,8,3,3,False
Interna,-34.53698,-58.470968,2021,9,22,23,False
Ingreso,-34.588796,-58.38152,2022,1,15,8,False
Interna,-34.53698,-58.470968,2020,11,19,22,False
Egreso,-34.579632,-58.427733,2021,7,11,20,False
Interna,-34.60855,-58.372951,2021,4,10,15,True
Egreso,-34.579632,-58.427733,2022,2,24,8,False
Ingreso,-34.633299,-58.468594,2020,4,25,22,False
Ingreso,-34.633299,-58.468594,2021,4,18,6,False
Ingreso,-34.588796,-58.38152,2020,9,16,22,False
Interna,-34.618036,-58.410236,2020,10,25,23,False
Egreso,-34.633299,-58.468594,2021,9,12,18,True
Interna,-34.53698,-58.470968,2020,12,19,15,True
Egreso,-34.633299,-58.468594,2021,9,3,8,True
Interna,-34.579632000000004,-58.427733,2020,3,6,17,False
Egreso,-34.633299,-58.468594,2021,12,27,7,True
Interna,-34.60855,-58.372951,2020,9,23,5,False
Interna,-34.588796,-58.38152,2020,5,22,16,True
Egreso,-34.579632000000004,-58.427733,2020,4,1,13,False
Egreso,-34.579632,-58.427733,2020,11,20,13,False
Ingreso,-34.588796,-58.38152,2021,2,2,20,False
Egreso,-34.588796,-58.38152,2021,5,2,17,False
Ingreso,-34.588796,-58.38152,2020,3,29,15,False
Egreso,-34.633299,-58.468594,2020,5,5,7,True
Interna,-34.60855,-58.372951,2021,4,17,13,False
Egreso,-34.588796,-58.38152,2020,3,15,16,True
Interna,-34.53698,-58.470968,2021,1,3,9,False
Egreso,-34.579632000000004,-58.427733,2020,3,11,19,False
Interna,-34.633299,-58.468594,2021,4,24,12,False
Interna,-34.60855,-58.372951,2021,8,15,23,False
Interna,-34.579632000000004,-58.427733,2020,6,5,14,True
Egreso,-34.633299,-58.468594,2021,1,30,21,True
Interna,-34.53698,-58.470968,2021,12,7,2,False
Interna,-34.618036,-58.410236,2022,2,9,12,True
Interna,-34.60855,-58.372951,2021,3,4,21,False
Interna,-34.60855,-58.372951,2021,6,18,21,True
Interna,-34.53698,-58.470968,2022,2,9,4,False
Interna,-34.60855,-58.372951,2021,4,17,23,False
Ingreso,-34.633299,-58.468594,2021,3,22,17,True
Interna,-34.53698,-58.470968,2021,10,19,7,True
Ingreso,-34.633299,-58.468594,2021,12,16,2,False
Ingreso,-34.588796,-58.38152,2022,3,2,22,False
Interna,-34.618036,-58.410236,2021,12,8,12,True
Interna,-34.588796,-58.38152,2021,10,28,21,True
Ingreso,-34.588796,-58.38152,2022,2,25,15,True
Interna,-34.618036,-58.410236,2022,1,17,22,False
Interna,-34.53698,-58.470968,2021,5,13,18,True
Interna,-34.588796,-58.38152,2020,4,26,6,False
Egreso,-34.633299,-58.468594,2020,12,6,14,True
Egreso,-34.633299,-58.468594,2020,12,21,23,False
Ingreso,-34.633299,-58.468594,2020,11,13,22,False
Ingreso,-34.633299,-58.468594,2020,11,20,13,True
Interna,-34.618036,-58.410236,2020,8,31,11,True
Egreso,-34.633299,-58.468594,2020,11,25,13,True
Interna,-34.579632,-58.427733,2020,9,14,4,False
Interna,-34.633299,-58.468594,2021,1,25,13,False
Interna,-34.60855,-58.372951,2020,8,11,14,True
Egreso,-34.579632,-58.427733,2021,11,13,6,False
Interna,-34.579632,-58.427733,2020,9,14,9,True
Ingreso,-34.633299,-58.468594,2020,9,18,20,False
Interna,-34.618036,-58.410236,2022,1,24,10,True
Egreso,-34.633299,-58.468594,2020,10,21,22,False
Egreso,-34.588796,-58.38152,2020,10,27,0,False
Egreso,-34.588796,-58.38152,2020,4,28,21,False
Interna,-34.633299,-58.468594,2020,7,19,23,False
Interna,-34.588796,-58.38152,2021,11,28,3,False
Egreso,-34.588796,-58.38152,2021,9,29,11,True
Interna,-34.633299,-58.468594,2020,3,9,16,False
Interna,-34.588796,-58.38152,2020,12,22,6,True
Ingreso,-34.633299,-58.468594,2021,11,22,14,True
Interna,-34.588796,-58.38152,2020,5,30,19,False
Interna,-34.588796,-58.38152,2021,11,26,10,True
Interna,,,2021,6,1,19,False
Interna,-34.60855,-58.372951,2022,2,20,4,False
Egreso,-34.633299,-58.468594,2021,7,10,8,True
Interna,-34.618036,-58.410236,2020,10,27,19,True
Interna,-34.633299,-58.468594,2020,3,4,12,False
Egreso,-34.579632000000004,-58.427733,2020,3,20,18,False
Egreso,-34.633299,-58.468594,2021,6,6,20,False
Ingreso,-34.588796,-58.38152,2020,5,13,16,True
Ingreso,-34.633299,-58.468594,2020,11,12,17,True
Egreso,-34.579632,-58.427733,2020,9,17,12,False
Egreso,-34.579632,-58.427733,2021,8,9,9,False
Ingreso,-34.588796,-58.38152,2020,3,13,9,True
Interna,-34.618036,-58.410236,2022,2,22,19,True
Egreso,-34.588796,-58.38152,2021,10,21,4,False
Interna,-34.53698,-58.470968000000006,2020,6,30,8,True
Interna,-34.53698,-58.470968,2022,1,19,5,False
Ingreso,-34.633299,-58.468594,2021,9,29,21,False
Interna,-34.60855,-58.372951,2021,3,2,3,False
Interna,-34.588796,-58.38152,2020,8,7,0,False
Interna,-34.618036,-58.410236,2021,12,3,3,False
Egreso,-34.633299,-58.468594,2020,10,13,22,False
Interna,-34.53698,-58.470968,2021,1,15,17,True
Ingreso,-34.588796,-58.38152,2020,5,19,1,False
Egreso,-34.633299,-58.468594,2020,9,8,6,False
Ingreso,-34.588796,-58.38152,2020,12,11,21,False
Interna,-34.588796,-58.38152,2021,10,19,12,True
Interna,-34.53698,-58.470968,2021,2,6,5,False
Interna,-34.588796,-58.38152,2021,11,28,19,False
Interna,-34.53698,-58.470968000000006,2020,4,18,9,False
Interna,-34.53698,-58.470968000000006,2020,3,29,6,False
Ingreso,-34.588796,-58.38152,2021,7,8,19,True
Interna,-34.633299,-58.468594,2020,10,3,22,False
Interna,-34.618036,-58.410236,2021,1,12,17,True
Interna,-34.618036,-58.410236,2021,3,5,20,True
Interna,-34.579632,-58.427733,2020,9,15,23,False
Egreso,-34.633299,-58.468594,2021,8,28,0,False
Egreso,-34.633299,-58.468594,2021,3,3,9,True
Ingreso,-34.588796,-58.38152,2020,12,3,18,True
Egreso,-34.633299,-58.468594,2021,8,28,12,True
Interna,-34.579632,-58.427733,2021,2,1,1,False
Interna,-34.579632,-58.427733,2021,3,5,5,False
Egreso,-34.588796,-58.38152,2021,2,16,2,False
Egreso,-34.588796,-58.38152,2020,11,5,11,True
Interna,-34.588796,-58.38152,2022,2,8,23,False
Interna,-34.53698,-58.470968000000006,2020,6,30,6,False
Interna,-34.579632000000004,-58.427733,2020,3,28,2,False
Egreso,-34.579632,-58.427733,2022,2,5,16,False
Interna,-34.60855,-58.372951,2020,4,22,11,True
Ingreso,-34.633299,-58.468594,2021,1,27,7,True
Interna,,,2021,12,8,5,False
Interna,-34.60855,-58.372951,2021,6,9,18,True
Egreso,-34.588796,-58.38152,2021,4,12,10,True
Egreso,-34.579632,-58.427733,2020,12,22,10,False
Egreso,-34.579632,-58.427733,2021,7,26,19,False
Egreso,-34.579632,-58.427733,2021,9,6,5,False
Egreso,-34.579632,-58.427733,2021,3,3,3,False
Interna,-34.579632,-58.427733,2021,5,30,1,False
Egreso,-34.633299,-58.468594,2022,1,12,15,True
Interna,-34.579632,-58.427733,2020,9,22,12,True
Interna,-34.588796,-58.38152,2021,11,6,2,False
Egreso,-34.633299,-58.468594,2021,1,27,9,True
Interna,-34.618036,-58.410236,2021,3,27,0,False
Ingreso,-34.633299,-58.468594,2020,5,24,12,False
Interna,-34.588796,-58.38152,2021,6,26,10,True
Ingreso,-34.588796,-58.38152,2021,7,24,19,True
Interna,-34.588796,-58.38152,2021,4,30,14,True
Interna,-34.53698,-58.470968,2021,4,3,11,True
Egreso,-34.633299,-58.468594,2020,3,3,21,True
Interna,-34.618036,-58.410236,2020,10,6,9,True
Interna,-34.60855,-58.372951,2021,1,21,4,False
Interna,-34.618036,-58.410236,2020,9,5,8,True
Egreso,-34.633299,-58.468594,2021,8,2,16,True
Egreso,-34.588796,-58.38152,2021,4,24,20,False
Egreso,-34.588796,-58.38152,2022,2,21,5,False
Interna,-34.53698,-58.470968,2021,3,11,12,True
Egreso,-34.579632,-58.427733,2020,10,12,6,False
Interna,-34.633299,-58.468594,2020,8,23,12,False
Interna,-34.60855,-58.372951,2020,4,12,9,False
Ingreso,-34.633299,-58.468594,2021,10,12,17,True
Interna,-34.60855,-58.372951,2020,5,25,19,False
Interna,-34.60855,-58.372951,2020,6,8,17,True
Ingreso,-34.588796,-58.38152,2020,4,19,11,False
Ingreso,-34.633299,-58.468594,2020,7,4,10,False
Interna,-34.588796,-58.38152,2021,12,13,2,False
Interna,-34.633299,-58.468594,2020,5,31,18,False
Egreso,-34.579632,-58.427733,2021,5,4,1,False
Interna,-34.618036,-58.410236,2021,11,8,10,True
Interna,-34.618036,-58.410236,2020,6,25,17,True
Ingreso,-34.633299,-58.468594,2021,12,2,16,True
Egreso,-34.588796,-58.38152,2020,8,29,6,False
Interna,-34.53698,-58.470968,2021,11,5,10,True
Ingreso,-34.633299,-58.468594,2021,6,14,12,True
Ingreso,-34.588796,-58.38152,2021,8,28,17,True
Egreso,-34.579632,-58.427733,2021,10,8,1,False
Interna,-34.633299,-58.468594,2021,10,21,0,False
Interna,-34.60855,-58.372951,2021,8,13,22,False
Interna,-34.588796,-58.38152,2021,7,11,3,False
Interna,-34.618036,-58.410236,2020,10,5,11,True
Egreso,-34.633299,-58.468594,2020,12,28,9,True
Interna,-34.618036,-58.410236,2021,8,13,20,False
Interna,-34.588796,-58.38152,2021,4,18,1,False
Ingreso,-34.588796,-58.38152,2021,1,2,18,False
Interna,-34.60855,-58.372951,2020,12,25,3,False
Interna,-34.53698,-58.470968000000006,2020,4,8,23,False
Ingreso,-34.588796,-58.38152,2021,9,14,22,False
Interna,-34.579632,-58.427733,2021,11,16,3,False
Interna,-34.579632,-58.427733,2021,10,19,13,True
Ingreso,-34.633299,-58.468594,2020,12,16,8,True
Interna,-34.53698,-58.470968,2021,10,5,0,False
Egreso,-34.588796,-58.38152,2020,3,6,17,True
Interna,-34.618036,-58.410236,2022,1,20,2,False
Interna,-34.579632,-58.427733,2020,8,17,6,False
Egreso,-34.588796,-58.38152,2021,2,24,21,False
Interna,-34.579632,-58.427733,2021,9,24,6,True
Interna,-34.588796,-58.38152,2020,9,7,14,True
Interna,-34.618036,-58.410236,2020,7,8,8,True
Interna,-34.633299,-58.468594,2020,5,4,23,False
Interna,,,2022,1,16,17,False
Ingreso,-34.633299,-58.468594,2021,12,16,8,True
Ingreso,-34.633299,-58.468594,2021,10,29,22,True
Egreso,-34.633299,-58.468594,2021,9,30,14,True
Interna,-34.588796,-58.38152,2020,8,1,3,False
Interna,-34.60855,-58.372951,2021,3,16,1,False
Interna,-34.53698,-58.470968,2021,4,10,14,True
Interna,-34.579632,-58.427733,2020,9,6,20,True
Interna,-34.579632,-58.427733,2020,11,24,1,False
Interna,-34.60855,-58.372951,2021,10,29,19,True
Egreso,-34.588796,-58.38152,2021,7,6,23,False
Interna,-34.60855,-58.372951,2020,5,17,19,False
Egreso,-34.588796,-58.38152,2021,3,29,17,True
Ingreso,-34.588796,-58.38152,2021,6,1,2,False
Ingreso,-34.633299,-58.468594,2021,10,4,8,True
Interna,-34.579632000000004,-58.427733,2020,5,6,5,False
Interna,-34.588796,-58.38152,2020,11,26,6,True
Egreso,-34.633299,-58.468594,2021,9,17,5,False
Interna,-34.588796,-58.38152,2020,11,25,1,False
Ingreso,-34.588796,-58.38152,2020,9,13,14,False
Ingreso,-34.633299,-58.468594,2020,7,16,21,False
Ingreso,-34.588796,-58.38152,2021,1,11,6,False
Interna,-34.60855,-58.372951,2021,11,18,15,True
Egreso,-34.579632000000004,-58.427733,2020,4,28,23,False
Ingreso,-34.588796,-58.38152,2020,8,8,9,False
Interna,-34.618036,-58.410236,2021,9,20,8,True
Egreso,-34.588796,-58.38152,2021,7,1,5,False
Ingreso,-34.588796,-58.38152,2021,7,2,22,False
Ingreso,-34.588796,-58.38152,2021,10,18,21,False
Egreso,-34.633299,-58.468594,2020,10,12,9,False
Ingreso,-34.633299,-58.468594,2020,7,10,6,False
Interna,-34.633299,-58.468594,2020,12,1,16,False
Ingreso,-34.588796,-58.38152,2020,9,2,2,False
Egreso,-34.588796,-58.38152,2022,3,11,17,True
Egreso,-34.588796,-58.38152,2021,7,23,16,True
Egreso,-34.588796,-58.38152,2021,12,16,10,True
Egreso,-34.579632,-58.427733,2021,4,22,14,False
Egreso,-34.588796,-58.38152,2020,11,16,3,False
Interna,,,2021,12,18,12,False
Interna,-34.579632,-58.427733,2021,2,20,15,True
Interna,-34.579632,-58.427733,2020,10,29,4,False
Ingreso,-34.633299,-58.468594,2022,1,30,6,False
Egreso,-34.633299,-58.468594,2022,2,15,23,False
Ingreso,-34.633299,-58.468594,2021,6,5,7,False
Ingreso,-34.633299,-58.468594,2021,4,23,16,True
Egreso,-34.588796,-58.38152,2021,7,26,19,True
Ingreso,-34.588796,-58.38152,2021,6,26,1,False
Egreso,-34.579632,-58.427733,2021,6,18,19,False
Egreso,-34.588796,-58.38152,2020,7,17,9,True
Interna,-34.588796,-58.38152,2021,5,26,16,True
Interna,-34.618036,-58.410236,2020,10,15,4,False
Interna,-34.579632000000004,-58.427733,2020,6,24,3,False
Egreso,-34.588796,-58.38152,2021,11,9,12,True
Egreso,-34.588796,-58.38152,2021,8,31,7,True
Interna,-34.618036,-58.410236,2020,7,28,10,True
Interna,-34.618036,-58.410236,2021,11,23,21,False
Interna,-34.618036,-58.410236,2022,2,7,2,False
Ingreso,-34.633299,-58.468594,2020,6,12,18,True
Ingreso,-34.588796,-58.38152,2022,1,25,2,False
Ingreso,-34.588796,-58.38152,2020,11,18,2,False
Interna,-34.53698,-58.470968000000006,2020,6,20,13,False
Egreso,-34.579632,-58.427733,2020,11,8,7,False
Interna,-34.588796,-58.38152,2021,4,21,16,True
Interna,-34.618036,-58.410236,2020,12,12,17,True
Interna,,,2022,2,17,8,False
Interna,-34.633299,-58.468594,2021,11,24,14,False
Interna,-34.579632,-58.427733,2021,4,18,4,False
Ingreso,-34.588796,-58.38152,2021,8,16,16,True
Interna,-34.53698,-58.470968,2020,7,25,4,False
Egreso,-34.579632,-58.427733,2021,6,7,18,False
Egreso,-34.633299,-58.468594,2020,8,16,16,False
Egreso,-34.588796,-58.38152,2022,2,26,15,True
Interna,-34.633299,-58.468594,2022,1,3,19,False
Egreso,-34.579632000000004,-58.427733,2020,4,5,4,False
Interna,-34.60855,-58.372951,2020,5,6,4,False
Interna,-34.633299,-58.468594,2021,11,21,12,False
Interna,-34.579632000000004,-58.427733,2020,6,2,6,True
Interna,-34.53698,-58.470968000000006,2020,4,20,8,False
Interna,-34.60855,-58.372951,2021,3,27,19,False
Egreso,-34.633299,-58.468594,2020,10,8,7,True
Interna,-34.588796,-58.38152,2021,5,26,12,True
Egreso,-34.588796,-58.38152,2020,5,7,14,True
Ingreso,-34.633299,-58.468594,2021,1,21,18,True
Interna,-34.60855,-58.372951,2022,2,3,4,False
Interna,-34.588796,-58.38152,2020,10,8,19,True
Interna,-34.579632,-58.427733,2021,1,27,20,True
Interna,-34.633299,-58.468594,2020,11,28,21,False
Ingreso,-34.633299,-58.468594,2020,8,14,0,False
Interna,-34.633299,-58.468594,2021,6,30,9,False
Interna,-34.618036,-58.410236,2021,5,6,14,True
Interna,-34.579632,-58.427733,2021,5,12,20,True
Egreso,-34.588796,-58.38152,2022,1,20,3,False
Egreso,-34.579632,-58.427733,2020,8,17,8,False
Interna,-34.60855,-58.372951,2021,10,8,9,True
Ingreso,-34.588796,-58.38152,2021,11,16,3,False
Ingreso,-34.588796,-58.38152,2021,1,19,13,True
Egreso,-34.579632,-58.427733,2021,11,15,0,False
Interna,-34.588796,-58.38152,2021,5,17,15,True
Interna,-34.588796,-58.38152,2022,2,24,7,True
Interna,-34.53698,-58.470968,2021,6,18,0,False
Ingreso,-34.588796,-58.38152,2020,3,23,21,False
Interna,-34.588796,-58.38152,2020,10,13,0,False
Interna,-34.588796,-58.38152,2020,6,20,1,False
Egreso,-34.633299,-58.468594,2021,4,5,5,False
Interna,-34.53698,-58.470968,2020,8,13,14,False
Egreso,-34.588796,-58.38152,2021,1,17,1,False
Ingreso,-34.633299,-58.468594,2021,2,11,22,False
Interna,-34.633299,-58.468594,2021,3,1,18,False
Ingreso,-34.633299,-58.468594,2020,12,5,22,False
Interna,-34.588796,-58.38152,2020,10,7,22,False
Ingreso,-34.588796,-58.38152,2021,7,5,23,False
Interna,,,2021,11,12,14,False
Egreso,-34.633299,-58.468594,2021,11,19,0,False
Interna,-34.618036,-58.410236,2021,11,6,0,False
Egreso,-34.579632,-58.427733,2021,9,8,12,False
Egreso,-34.579632,-58.427733,2021,7,27,22,False
Interna,-34.618036,-58.410236,2021,10,13,7,True
Interna,-34.53698,-58.470968,2021,11,21,17,True
Interna,-34.579632000000004,-58.427733,2020,6,1,12,True
Interna,-34.579632000000004,-58.427733,2020,3,21,5,False
Ingreso,-34.633299,-58.468594,2020,4,4,23,False
Interna,-34.588796,-58.38152,2021,8,21,2,False
Interna,-34.588796,-58.38152,2022,1,5,23,False
Interna,-34.60855,-58.372951,2020,11,15,10,False
Interna,-34.53698,-58.470968,2020,11,30,21,False
Egreso,-34.579632,-58.427733,2021,5,10,10,False
Interna,-34.633299,-58.468594,2020,4,11,10,False
Interna,-34.53698,-58.470968,2021,10,31,1,False
Ingreso,-34.633299,-58.468594,2021,1,8,17,True
Egreso,-34.633299,-58.468594,2021,2,5,2,False
Interna,-34.60855,-58.372951,2021,7,18,16,False
Interna,-34.633299,-58.468594,2020,12,12,8,False
Interna,-34.633299,-58.468594,2020,4,28,9,False
Interna,-34.60855,-58.372951,2021,10,30,17,True
Interna,-34.53698,-58.470968,2021,2,8,8,True
Interna,-34.53698,-58.470968,2021,3,5,3,False
Interna,-34.618036,-58.410236,2020,6,12,22,False
Interna,-34.579632,-58.427733,2020,11,20,10,True
Egreso,-34.633299,-58.468594,2020,10,11,5,False
Interna,-34.633299,-58.468594,2020,9,19,2,False
Ingreso,-34.633299,-58.468594,2021,8,25,7,True
Interna,-34.618036,-58.410236,2020,6,19,3,False
Interna,-34.53698,-58.470968,2020,10,8,20,True
Interna,-34.633299,-58.468594,2021,10,29,19,False
Interna,-34.60855,-58.372951,2021,10,9,13,True
Interna,-34.618036,-58.410236,2020,7,29,19,True
Interna,-34.633299,-58.468594,2021,11,7,20,False
Interna,-34.618036,-58.410236,2021,7,11,16,False
Interna,-34.60855,-58.372951,2020,10,17,4,False
Ingreso,-34.588796,-58.38152,2022,2,4,10,True
Egreso,-34.579632,-58.427733,2022,3,4,19,False
Interna,-34.633299,-58.468594,2021,9,25,9,False
Egreso,-34.633299,-58.468594,2021,4,26,18,True
Interna,-34.579632,-58.427733,2021,11,17,1,False
Interna,-34.60855,-58.372951,2021,4,12,22,False
Egreso,-34.579632,-58.427733,2021,12,22,16,True
Egreso,-34.579632000000004,-58.427733,2020,3,31,6,False
Egreso,-34.588796,-58.38152,2020,3,14,15,True
Interna,-34.53698,-58.470968,2021,11,24,1,False
Interna,-34.60855,-58.372951,2020,11,6,6,True
Ingreso,-34.588796,-58.38152,2021,9,17,2,False
Egreso,-34.588796,-58.38152,2021,6,29,7,True
Interna,-34.588796,-58.38152,2020,10,5,1,False
Egreso,-34.579632,-58.427733,2020,11,12,7,False
Interna,-34.53698,-58.470968,2022,2,11,21,False
