SENTIDO,LATITUD,LONGITUD,anio,mes,dia,hr,greater_mean
Interna,-34.579632,-58.427733,2020,10,24,3,False
Interna,-34.618036,-58.410236,2020,5,14,9,True
Interna,-34.633299,-58.468594,2020,4,6,9,False
Interna,-34.618036,-58.410236,2020,8,2,5,False
Interna,-34.53698,-58.470968,2022,1,31,3,False
Ingreso,-34.588796,-58.38152,2021,7,4,23,False
Interna,-34.618036,-58.410236,2021,8,27,6,False
Egreso,-34.633299,-58.468594,2020,6,25,9,True
Ingreso,-34.633299,-58.468594,2020,9,20,23,False
Interna,-34.588796,-58.38152,2020,7,20,15,True
Egreso,-34.588796,-58.38152,2020,11,15,10,False
Interna,-34.60855,-58.372951,2021,10,17,21,False
Interna,-34.618036,-58.410236,2020,10,31,2,False
Interna,-34.618036,-58.410236,2020,11,21,6,False
Interna,-34.633299,-58.468594,2021,6,23,9,False
Interna,-34.53698,-58.470968,2021,12,12,6,False
Interna,-34.618036,-58.410236,2020,7,2,2,False
Interna,-34.588796,-58.38152,2020,10,30,13,True
Egreso,-34.588796,-58.38152,2022,1,20,8,True
Egreso,-34.633299,-58.468594,2020,7,27,19,True
Interna,-34.588796,-58.38152,2021,3,7,0,False
Interna,-34.588796,-58.38152,2022,2,16,16,True
Ingreso,-34.588796,-58.38152,2021,4,10,0,False
Ingreso,-34.588796,-58.38152,2021,2,23,18,True
Interna,-34.579632,-58.427733,2022,2,12,18,True
Interna,-34.618036,-58.410236,2020,8,31,10,True
Ingreso,-34.588796,-58.38152,2021,4,11,9,False
Ingreso,-34.633299,-58.468594,2020,10,14,15,True
Interna,-34.618036,-58.410236,2021,4,16,22,False
Ingreso,-34.633299,-58.468594,2021,2,17,0,False
Interna,-34.633299,-58.468594,2020,11,14,11,False
Interna,-34.588796,-58.38152,2021,12,29,16,True
Interna,-34.579632,-58.427733,2021,12,15,5,False
Interna,-34.53698,-58.470968,2020,7,27,7,False
Interna,-34.579632,-58.427733,2020,8,2,0,False
Egreso,-34.579632,-58.427733,2021,1,23,9,False
Egreso,-34.579632000000004,-58.427733,2020,6,23,6,False
Interna,-34.588796,-58.38152,2021,10,12,17,True
Interna,-34.633299,-58.468594,2021,10,25,12,False
Egreso,-34.579632,-58.427733,2022,2,9,11,False
Egreso,-34.588796,-58.38152,2020,5,31,0,False
Egreso,-34.588796,-58.38152,2021,1,9,7,False
Interna,-34.633299,-58.468594,2020,11,25,16,False
Interna,-34.53698,-58.470968,2021,6,17,12,True
Egreso,-34.588796,-58.38152,2020,4,3,8,False
Interna,-34.618036,-58.410236,2021,5,10,15,True
Egreso,-34.588796,-58.38152,2020,6,14,21,False
Ingreso,-34.633299,-58.468594,2020,8,29,4,False
Ingreso,-34.633299,-58.468594,2022,3,4,0,False
Interna,-34.60855,-58.372951,2021,5,24,2,False
Interna,-34.588796,-58.38152,2022,2,21,13,True
Egreso,-34.633299,-58.468594,2020,4,18,23,False
Ingreso,-34.633299,-58.468594,2020,11,2,5,False
Interna,-34.53698,-58.470968,2022,1,4,15,True
Ingreso,-34.633299,-58.468594,2020,4,25,23,False
Egreso,-34.633299,-58.468594,2021,10,18,4,False
Interna,-34.579632,-58.427733,2021,3,16,0,True
Ingreso,-34.633299,-58.468594,2020,11,3,15,True
Interna,-34.60855,-58.372951,2020,8,6,1,False
Interna,-34.579632,-58.427733,2021,6,16,5,False
Ingreso,-34.588796,-58.38152,2021,6,13,10,False
Interna,-34.633299,-58.468594,2021,10,14,12,False
Egreso,-34.588796,-58.38152,2021,9,14,21,False
Interna,-34.588796,-58.38152,2021,10,25,2,False
Egreso,-34.588796,-58.38152,2020,7,19,0,False
Interna,-34.53698,-58.470968000000006,2020,4,16,7,False
Interna,-34.60855,-58.372951,2020,3,20,9,True
Interna,-34.53698,-58.470968,2021,2,13,5,False
Interna,-34.60855,-58.372951,2021,8,21,14,False
Egreso,-34.633299,-58.468594,2020,10,28,7,True
Egreso,-34.633299,-58.468594,2021,9,16,2,False
Interna,-34.633299,-58.468594,2020,8,28,17,False
Egreso,-34.579632,-58.427733,2021,11,1,5,False
Interna,-34.618036,-58.410236,2022,1,11,17,True
Ingreso,-34.633299,-58.468594,2020,7,30,18,True
Egreso,-34.633299,-58.468594,2020,11,22,0,False
Interna,-34.618036,-58.410236,2021,3,15,19,True
Interna,-34.633299,-58.468594,2021,2,21,6,False
Interna,-34.60855,-58.372951,2021,1,19,14,True
Interna,-34.618036,-58.410236,2020,8,6,10,True
Egreso,-34.588796,-58.38152,2020,6,25,6,False
Egreso,-34.588796,-58.38152,2021,3,5,7,True
Ingreso,-34.633299,-58.468594,2021,4,2,5,False
Interna,-34.60855,-58.372951,2020,10,26,20,True
Egreso,-34.588796,-58.38152,2021,5,10,10,True
Ingreso,-34.633299,-58.468594,2021,5,8,23,False
Egreso,-34.633299,-58.468594,2020,7,3,15,True
Interna,-34.618036,-58.410236,2020,3,21,13,False
Ingreso,-34.633299,-58.468594,2020,6,28,21,False
Ingreso,-34.633299,-58.468594,2020,8,28,18,True
Ingreso,-34.588796,-58.38152,2020,10,14,21,False
Egreso,-34.579632,-58.427733,2021,3,19,8,False
Interna,-34.618036,-58.410236,2020,12,24,16,True
Interna,-34.53698,-58.470968,2021,4,7,1,False
Interna,-34.588796,-58.38152,2020,7,15,10,True
Interna,-34.588796,-58.38152,2022,1,3,11,True
Interna,-34.633299,-58.468594,2020,4,2,20,False
Ingreso,-34.633299,-58.468594,2021,9,17,22,False
Interna,-34.588796,-58.38152,2021,11,15,20,True
Egreso,-34.579632,-58.427733,2021,4,16,13,False
Egreso,-34.633299,-58.468594,2020,5,8,13,True
Interna,-34.60855,-58.372951,2021,4,4,20,False
Interna,-34.588796,-58.38152,2021,5,13,17,True
Interna,-34.53698,-58.470968,2020,11,29,1,False
Interna,-34.618036,-58.410236,2020,6,9,0,False
Interna,-34.588796,-58.38152,2021,11,14,5,False
Egreso,-34.588796,-58.38152,2022,1,19,19,True
Egreso,-34.588796,-58.38152,2020,8,15,6,False
Egreso,-34.579632,-58.427733,2021,9,10,3,False
Interna,-34.618036,-58.410236,2021,4,1,16,True
Interna,-34.53698,-58.470968000000006,2020,4,7,11,False
Egreso,-34.579632,-58.427733,2020,11,16,21,False
Ingreso,-34.588796,-58.38152,2020,6,15,21,False
Interna,-34.60855,-58.372951,2021,3,20,2,False
Ingreso,-34.588796,-58.38152,2022,1,22,9,False
Interna,,,2021,10,18,21,False
Interna,-34.53698,-58.470968,2020,11,8,15,False
Interna,-34.633299,-58.468594,2020,9,22,13,False
Egreso,-34.579632000000004,-58.427733,2020,6,1,10,False
Interna,-34.633299,-58.468594,2020,10,12,13,False
Interna,-34.579632,-58.427733,2020,11,29,6,False
Interna,-34.53698,-58.470968,2020,7,7,23,False
Interna,-34.588796,-58.38152,2021,2,22,13,True
Interna,-34.53698,-58.470968,2022,3,2,21,False
Interna,,,2021,12,27,12,False
Egreso,-34.588796,-58.38152,2020,3,7,22,True
Interna,-34.60855,-58.372951,2021,8,4,22,False
Egreso,-34.633299,-58.468594,2021,10,26,21,True
Interna,-34.588796,-58.38152,2020,7,20,4,False
Egreso,-34.633299,-58.468594,2021,5,7,2,False
Egreso,-34.633299,-58.468594,2020,7,24,3,False
Interna,-34.60855,-58.372951,2020,4,14,1,False
Interna,-34.53698,-58.470968000000006,2020,4,15,6,False
Interna,-34.618036,-58.410236,2020,4,16,8,False
Interna,-34.588796,-58.38152,2022,3,1,11,False
Interna,-34.588796,-58.38152,2020,6,16,6,False
Interna,-34.60855,-58.372951,2021,10,28,14,True
Interna,-34.53698,-58.470968000000006,2020,6,12,15,True
Interna,-34.588796,-58.38152,2020,8,9,3,False
Egreso,-34.633299,-58.468594,2021,2,24,19,True
Interna,-34.60855,-58.372951,2021,1,14,17,True
Egreso,-34.588796,-58.38152,2022,3,10,20,True
Ingreso,-34.633299,-58.468594,2021,1,5,20,True
Interna,-34.633299,-58.468594,2021,3,9,14,False
Ingreso,-34.633299,-58.468594,2021,2,27,23,False
Interna,-34.588796,-58.38152,2021,3,5,17,True
Interna,-34.579632,-58.427733,2022,2,6,12,True
Ingreso,-34.588796,-58.38152,2020,8,10,16,False
Egreso,-34.579632,-58.427733,2021,11,6,22,False
Ingreso,-34.588796,-58.38152,2020,9,8,22,False
Ingreso,-34.588796,-58.38152,2021,2,16,23,False
Interna,-34.588796,-58.38152,2021,2,16,0,False
Interna,-34.588796,-58.38152,2021,3,31,14,True
Interna,-34.53698,-58.470968,2021,1,29,5,False
Ingreso,-34.588796,-58.38152,2021,5,10,9,True
Interna,-34.60855,-58.372951,2021,7,20,0,False
Egreso,-34.579632,-58.427733,2021,11,20,1,False
Ingreso,-34.588796,-58.38152,2021,12,20,16,True
Egreso,-34.633299,-58.468594,2021,5,31,9,True
Ingreso,-34.633299,-58.468594,2020,11,24,1,False
Egreso,-34.579632,-58.427733,2021,3,22,6,False
Interna,-34.588796,-58.38152,2020,12,2,10,True
Interna,-34.60855,-58.372951,2022,1,4,8,False
Ingreso,-34.588796,-58.38152,2020,4,26,1,False
Interna,-34.53698,-58.470968,2021,5,2,20,False
Egreso,-34.579632,-58.427733,2020,12,9,14,False
Interna,-34.588796,-58.38152,2021,3,13,5,False
Interna,-34.618036,-58.410236,2020,8,1,11,True
Egreso,-34.579632000000004,-58.427733,2020,4,10,10,False
Interna,-34.579632,-58.427733,2021,1,21,6,True
Interna,-34.618036,-58.410236,2020,8,19,13,True
Egreso,-34.633299,-58.468594,2021,10,8,17,True
Egreso,-34.633299,-58.468594,2022,3,10,15,True
Interna,-34.588796,-58.38152,2020,10,8,0,False
Interna,-34.618036,-58.410236,2020,8,9,21,False
Egreso,-34.579632,-58.427733,2022,2,12,19,False
Ingreso,-34.633299,-58.468594,2021,2,3,6,True
Egreso,-34.633299,-58.468594,2020,12,27,16,True
Interna,-34.579632,-58.427733,2020,9,12,8,True
Interna,-34.633299,-58.468594,2021,2,17,3,False
Egreso,-34.588796,-58.38152,2021,7,8,22,False
Interna,-34.588796,-58.38152,2020,9,28,6,False
Interna,-34.579632,-58.427733,2021,12,18,16,False
Egreso,-34.588796,-58.38152,2021,8,30,21,False
Ingreso,-34.588796,-58.38152,2022,3,6,21,True
Interna,-34.633299,-58.468594,2021,2,7,7,False
Interna,-34.579632,-58.427733,2020,9,2,2,False
Interna,-34.53698,-58.470968,2022,2,1,23,True
Egreso,-34.579632,-58.427733,2021,4,1,10,False
Interna,-34.633299,-58.468594,2021,9,29,8,False
Ingreso,-34.588796,-58.38152,2021,12,3,4,False
Interna,-34.633299,-58.468594,2020,6,5,23,False
Egreso,-34.633299,-58.468594,2022,2,10,2,False
Interna,-34.60855,-58.372951,2020,8,4,11,True
Interna,-34.618036,-58.410236,2021,10,2,6,False
Interna,-34.633299,-58.468594,2021,5,22,4,False
Ingreso,-34.633299,-58.468594,2020,7,15,16,True
Interna,-34.633299,-58.468594,2020,9,17,11,False
Interna,-34.618036,-58.410236,2020,4,16,14,True
Ingreso,-34.588796,-58.38152,2020,5,30,7,False
Egreso,-34.579632,-58.427733,2021,4,6,5,False
Interna,-34.579632,-58.427733,2020,11,19,16,True
Ingreso,-34.588796,-58.38152,2022,3,7,11,True
Ingreso,-34.633299,-58.468594,2020,6,13,5,False
Ingreso,-34.588796,-58.38152,2022,2,1,23,False
Egreso,-34.579632,-58.427733,2021,3,3,10,False
Interna,-34.53698,-58.470968,2020,9,9,23,False
Interna,-34.579632000000004,-58.427733,2020,3,20,19,True
Interna,-34.60855,-58.372951,2020,3,4,13,True
Ingreso,-34.588796,-58.38152,2021,6,5,20,False
Egreso,-34.633299,-58.468594,2021,3,29,18,True
Egreso,-34.579632,-58.427733,2022,2,4,6,False
Egreso,-34.633299,-58.468594,2020,7,4,4,False
Interna,-34.588796,-58.38152,2021,10,29,19,True
Interna,-34.588796,-58.38152,2022,1,13,16,True
Interna,-34.579632,-58.427733,2021,10,9,21,True
Interna,-34.60855,-58.372951,2020,9,11,3,False
Ingreso,-34.588796,-58.38152,2021,4,6,5,False
Ingreso,-34.588796,-58.38152,2021,9,29,13,True
Egreso,-34.588796,-58.38152,2021,7,21,4,False
Interna,-34.60855,-58.372951,2021,9,26,1,False
Interna,-34.618036,-58.410236,2021,2,28,23,False
Interna,-34.618036,-58.410236,2022,2,15,2,False
Interna,-34.588796,-58.38152,2021,7,17,4,False
Ingreso,-34.588796,-58.38152,2020,11,3,20,False
Interna,-34.579632,-58.427733,2020,7,26,19,True
Ingreso,-34.588796,-58.38152,2021,9,12,10,False
Interna,-34.53698,-58.470968,2021,6,16,12,True
Egreso,-34.579632,-58.427733,2021,4,21,16,False
Egreso,-34.633299,-58.468594,2020,4,5,10,False
Ingreso,-34.633299,-58.468594,2020,9,14,6,True
Egreso,-34.633299,-58.468594,2020,11,12,11,True
Egreso,-34.633299,-58.468594,2021,5,26,22,False
Ingreso,-34.633299,-58.468594,2020,5,4,13,True
Egreso,-34.579632,-58.427733,2021,6,17,13,False
Egreso,-34.588796,-58.38152,2020,7,26,13,False
Interna,-34.60855,-58.372951,2021,1,11,23,False
Interna,-34.588796,-58.38152,2022,2,20,9,False
Interna,-34.579632,-58.427733,2022,1,25,18,True
Ingreso,-34.633299,-58.468594,2021,12,3,19,True
Ingreso,-34.633299,-58.468594,2021,12,16,12,True
Interna,-34.60855,-58.372951,2021,9,3,11,False
Interna,-34.53698,-58.470968,2021,6,2,21,False
Interna,-34.633299,-58.468594,2021,3,24,7,False
Ingreso,-34.588796,-58.38152,2022,1,10,20,False
Interna,-34.579632000000004,-58.427733,2020,4,5,23,False
Ingreso,-34.633299,-58.468594,2021,4,20,2,False
Interna,-34.633299,-58.468594,2020,12,30,23,False
Interna,-34.588796,-58.38152,2021,9,25,7,False
Interna,-34.618036,-58.410236,2020,5,26,13,True
Ingreso,-34.588796,-58.38152,2021,11,18,9,True
Interna,-34.53698,-58.470968000000006,2020,5,4,16,True
Interna,-34.60855,-58.372951,2020,9,12,3,False
Egreso,-34.588796,-58.38152,2020,4,14,20,False
Egreso,-34.633299,-58.468594,2020,6,17,15,True
Interna,-34.633299,-58.468594,2020,4,28,2,False
Interna,-34.579632,-58.427733,2021,11,2,0,False
Interna,-34.53698,-58.470968,2021,2,15,15,False
Egreso,-34.579632,-58.427733,2021,6,8,14,False
Interna,-34.579632,-58.427733,2021,5,24,12,True
Ingreso,-34.588796,-58.38152,2021,2,12,2,False
Interna,-34.579632,-58.427733,2020,8,24,9,True
Interna,-34.60855,-58.372951,2021,3,12,19,True
Interna,-34.633299,-58.468594,2020,12,20,8,False
Egreso,-34.579632000000004,-58.427733,2020,6,7,17,False
Interna,-34.618036,-58.410236,2021,10,2,14,True
Egreso,-34.633299,-58.468594,2021,12,7,12,True
Interna,-34.633299,-58.468594,2021,4,29,10,False
Interna,,,2021,10,18,12,False
Interna,-34.579632,-58.427733,2021,4,8,16,True
Egreso,-34.633299,-58.468594,2021,5,20,7,True
Interna,-34.60855,-58.372951,2021,9,3,7,False
Ingreso,-34.633299,-58.468594,2021,10,11,11,True
Egreso,-34.579632,-58.427733,2020,8,24,16,False
Ingreso,-34.588796,-58.38152,2021,7,23,4,False
Interna,-34.618036,-58.410236,2020,4,7,17,False
Interna,-34.60855,-58.372951,2021,5,16,16,True
Interna,-34.60855,-58.372951,2021,3,7,0,False
Interna,-34.53698,-58.470968,2022,1,9,19,True
Interna,-34.633299,-58.468594,2022,1,7,1,False
Interna,-34.53698,-58.470968,2021,11,10,5,False
Egreso,-34.588796,-58.38152,2020,9,8,18,True
Ingreso,-34.633299,-58.468594,2021,1,19,18,True
Egreso,-34.588796,-58.38152,2020,4,26,7,False
Interna,-34.60855,-58.372951,2021,4,30,15,True
Interna,-34.618036,-58.410236,2020,6,30,17,True
Ingreso,-34.633299,-58.468594,2020,10,16,2,False
Ingreso,-34.588796,-58.38152,2020,9,23,3,False
Egreso,-34.579632,-58.427733,2021,4,22,7,False
Interna,-34.618036,-58.410236,2021,4,9,12,True
Interna,-34.60855,-58.372951,2021,6,29,14,True
Interna,-34.588796,-58.38152,2020,8,29,1,False
Ingreso,-34.633299,-58.468594,2020,3,2,4,False
Egreso,-34.579632,-58.427733,2021,6,10,2,False
Interna,-34.53698,-58.470968000000006,2020,3,24,6,False
Interna,-34.618036,-58.410236,2021,8,18,3,False
Interna,-34.60855,-58.372951,2021,4,24,12,True
Egreso,-34.579632,-58.427733,2020,8,9,8,False
Interna,-34.588796,-58.38152,2021,8,10,7,False
Interna,-34.588796,-58.38152,2021,12,14,9,True
Ingreso,-34.588796,-58.38152,2022,1,10,1,False
Interna,-34.588796,-58.38152,2020,4,15,21,False
Interna,-34.53698,-58.470968000000006,2020,5,6,20,False
Interna,,,2021,10,15,13,False
Interna,-34.588796,-58.38152,2021,12,15,13,True
Egreso,-34.588796,-58.38152,2021,12,11,23,False
Interna,-34.53698,-58.470968,2022,1,7,14,True
Egreso,-34.579632,-58.427733,2021,6,7,3,False
Interna,-34.633299,-58.468594,2020,7,19,8,False
Ingreso,-34.588796,-58.38152,2021,6,20,8,False
Interna,-34.60855,-58.372951,2022,3,7,12,True
Interna,-34.53698,-58.470968,2021,11,5,7,False
Interna,-34.588796,-58.38152,2020,10,29,20,True
Interna,-34.53698,-58.470968000000006,2020,6,17,10,True
Egreso,-34.579632000000004,-58.427733,2020,3,23,4,False
Interna,-34.633299,-58.468594,2021,5,9,5,False
Interna,-34.60855,-58.372951,2020,11,1,12,True
Interna,-34.579632,-58.427733,2021,12,16,6,False
Interna,-34.60855,-58.372951,2020,6,18,10,True
Interna,-34.53698,-58.470968,2021,1,3,3,False
Interna,-34.579632,-58.427733,2021,12,31,11,True
Egreso,-34.633299,-58.468594,2020,8,1,13,True
Interna,-34.579632,-58.427733,2021,1,9,23,True
Interna,-34.588796,-58.38152,2021,2,11,9,True
Egreso,-34.579632,-58.427733,2021,4,22,11,False
Ingreso,-34.633299,-58.468594,2021,5,13,23,False
Interna,-34.60855,-58.372951,2021,10,22,2,False
Interna,-34.579632,-58.427733,2020,11,16,6,False
Interna,-34.618036,-58.410236,2020,3,26,22,False
Interna,-34.579632,-58.427733,2021,12,31,2,False
Interna,-34.60855,-58.372951,2021,7,24,0,False
Egreso,-34.579632,-58.427733,2021,3,30,4,False
Interna,-34.579632,-58.427733,2020,12,24,19,True
Ingreso,-34.588796,-58.38152,2020,12,15,5,False
Egreso,-34.588796,-58.38152,2021,10,3,23,False
Interna,-34.633299,-58.468594,2021,11,17,5,False
Ingreso,-34.633299,-58.468594,2021,3,22,6,True
Interna,-34.588796,-58.38152,2021,2,11,2,False
Interna,-34.633299,-58.468594,2020,6,28,18,False
Interna,-34.588796,-58.38152,2021,9,17,10,True
Ingreso,-34.588796,-58.38152,2020,6,22,15,True
Interna,-34.60855,-58.372951,2021,8,28,17,False
Interna,-34.618036,-58.410236,2020,8,6,6,False
Egreso,-34.588796,-58.38152,2022,3,8,0,False
Interna,-34.618036,-58.410236,2020,9,4,5,False
Ingreso,-34.633299,-58.468594,2021,11,6,2,False
Interna,-34.618036,-58.410236,2020,7,15,2,False
Interna,-34.588796,-58.38152,2021,3,31,0,False
Interna,-34.618036,-58.410236,2021,12,28,15,True
Ingreso,-34.588796,-58.38152,2021,6,12,3,False
Interna,-34.60855,-58.372951,2021,2,24,21,False
Egreso,-34.633299,-58.468594,2021,6,19,8,True
Interna,-34.618036,-58.410236,2020,3,9,14,False
Egreso,-34.588796,-58.38152,2021,6,3,0,False
Ingreso,-34.588796,-58.38152,2020,8,4,11,True
Interna,-34.60855,-58.372951,2020,10,12,21,False
Interna,-34.618036,-58.410236,2022,1,28,19,True
Egreso,-34.633299,-58.468594,2020,10,11,8,False
Egreso,-34.579632,-58.427733,2021,10,9,7,False
Interna,-34.579632,-58.427733,2021,6,10,15,True
Egreso,-34.633299,-58.468594,2021,11,19,23,False
Egreso,-34.633299,-58.468594,2021,8,20,11,True
Interna,-34.633299,-58.468594,2020,4,25,21,False
Egreso,-34.633299,-58.468594,2021,2,16,18,True
Interna,-34.60855,-58.372951,2021,10,12,7,True
Interna,-34.53698,-58.470968,2022,1,14,9,False
Interna,-34.633299,-58.468594,2020,11,3,10,False
Egreso,-34.579632,-58.427733,2021,2,22,7,False
Interna,,,2021,12,25,18,False
Interna,-34.60855,-58.372951,2020,4,28,22,False
Interna,-34.53698,-58.470968,2020,10,31,23,False
Ingreso,-34.588796,-58.38152,2021,11,8,19,True
Egreso,-34.579632,-58.427733,2021,11,15,16,False
Ingreso,-34.633299,-58.468594,2021,5,15,10,True
Ingreso,-34.588796,-58.38152,2021,11,1,23,False
Interna,-34.60855,-58.372951,2021,9,5,13,False
Interna,-34.633299,-58.468594,2021,5,26,22,False
Interna,-34.579632,-58.427733,2021,5,4,0,False
Egreso,-34.588796,-58.38152,2021,11,8,1,False
Interna,-34.633299,-58.468594,2021,12,13,21,False
Interna,-34.579632000000004,-58.427733,2020,6,5,21,True
Egreso,-34.633299,-58.468594,2021,5,27,19,False
Interna,-34.633299,-58.468594,2021,2,15,17,False
Interna,-34.579632000000004,-58.427733,2020,3,21,21,False
Ingreso,-34.633299,-58.468594,2021,2,24,17,True
Interna,-34.60855,-58.372951,2021,12,14,13,False
Ingreso,-34.588796,-58.38152,2021,4,24,22,False
Ingreso,-34.633299,-58.468594,2021,9,8,16,True
Egreso,-34.633299,-58.468594,2021,1,10,16,True
Interna,-34.53698,-58.470968,2020,11,5,7,False
Interna,-34.579632,-58.427733,2021,10,10,13,True
Interna,-34.588796,-58.38152,2020,9,23,10,True
Egreso,-34.579632,-58.427733,2021,7,26,11,False
Interna,-34.60855,-58.372951,2021,4,22,11,True
Egreso,-34.588796,-58.38152,2021,9,5,1,False
Interna,-34.633299,-58.468594,2020,3,31,21,False
Ingreso,-34.633299,-58.468594,2020,10,3,3,False
Ingreso,-34.588796,-58.38152,2021,12,5,13,True
Interna,-34.53698,-58.470968000000006,2020,5,15,6,False
Ingreso,-34.633299,-58.468594,2021,6,10,19,True
Egreso,-34.633299,-58.468594,2022,3,5,7,True
Interna,-34.588796,-58.38152,2021,9,6,2,False
Interna,-34.633299,-58.468594,2021,3,13,15,False
Ingreso,-34.633299,-58.468594,2020,4,29,4,False
Ingreso,-34.588796,-58.38152,2020,8,23,5,False
Egreso,-34.633299,-58.468594,2021,5,10,6,False
Egreso,-34.633299,-58.468594,2022,1,29,9,True
Interna,-34.53698,-58.470968000000006,2020,3,21,19,False
Ingreso,-34.633299,-58.468594,2022,1,9,8,False
Egreso,-34.588796,-58.38152,2021,7,16,3,False
Interna,-34.579632,-58.427733,2020,11,26,15,True
Ingreso,-34.633299,-58.468594,2020,12,3,4,False
Interna,-34.60855,-58.372951,2020,9,21,15,True
Ingreso,-34.588796,-58.38152,2021,1,8,0,False
Egreso,-34.579632,-58.427733,2020,7,13,22,False
Ingreso,-34.633299,-58.468594,2021,3,10,1,False
Ingreso,-34.633299,-58.468594,2022,1,30,20,True
Interna,-34.60855,-58.372951,2021,4,27,13,True
Ingreso,-34.633299,-58.468594,2021,5,22,19,False
Interna,-34.53698,-58.470968,2020,11,16,12,True
Interna,-34.588796,-58.38152,2020,9,14,4,False
Egreso,-34.579632,-58.427733,2020,8,7,18,False
Interna,-34.60855,-58.372951,2020,8,5,16,True
Ingreso,-34.633299,-58.468594,2021,2,11,6,True
Interna,-34.588796,-58.38152,2020,11,18,10,True
Interna,-34.60855,-58.372951,2021,7,3,7,False
Interna,-34.60855,-58.372951,2020,3,30,1,False
Ingreso,-34.588796,-58.38152,2020,4,12,11,False
Interna,-34.53698,-58.470968,2021,2,14,2,False
Ingreso,-34.588796,-58.38152,2020,7,14,14,True
Interna,-34.60855,-58.372951,2020,4,20,1,False
Interna,-34.60855,-58.372951,2020,6,16,8,True
Egreso,-34.588796,-58.38152,2021,9,24,0,False
Ingreso,-34.633299,-58.468594,2020,10,17,5,False
Interna,-34.618036,-58.410236,2021,4,19,1,False
Ingreso,-34.633299,-58.468594,2021,10,21,17,True
Interna,-34.633299,-58.468594,2020,3,23,9,False
Interna,-34.618036,-58.410236,2021,12,10,1,False
Interna,-34.633299,-58.468594,2020,7,20,22,False
Egreso,-34.588796,-58.38152,2021,7,19,8,True
Interna,-34.53698,-58.470968000000006,2020,4,30,7,False
Egreso,-34.588796,-58.38152,2020,4,26,12,False
Ingreso,-34.633299,-58.468594,2020,9,28,2,False
Egreso,-34.579632,-58.427733,2021,12,8,20,False
Egreso,-34.579632,-58.427733,2020,7,27,3,False
Interna,-34.633299,-58.468594,2021,9,23,3,False
Egreso,-34.579632,-58.427733,2020,12,8,6,False
Egreso,-34.588796,-58.38152,2021,4,25,2,False
Interna,-34.618036,-58.410236,2021,11,17,17,True
Interna,-34.53698,-58.470968,2021,4,6,1,False
Interna,,,2022,2,17,9,False
Interna,-34.633299,-58.468594,2021,10,22,11,False
Interna,-34.53698,-58.470968,2022,1,17,0,False
Interna,-34.60855,-58.372951,2021,5,9,9,False
Egreso,-34.579632,-58.427733,2020,9,23,5,False
Interna,-34.633299,-58.468594,2020,8,31,9,False
Ingreso,-34.588796,-58.38152,2021,7,26,0,False
Interna,-34.60855,-58.372951,2021,5,1,21,False
Interna,-34.53698,-58.470968,2020,12,25,3,False
Interna,-34.579632000000004,-58.427733,2020,5,1,0,False
Interna,-34.579632,-58.427733,2020,10,12,4,False
Egreso,-34.579632,-58.427733,2021,6,9,5,False
Interna,-34.588796,-58.38152,2021,4,25,1,False
Interna,-34.618036,-58.410236,2021,11,24,10,True
Egreso,-34.633299,-58.468594,2020,12,4,11,True
Egreso,-34.579632,-58.427733,2020,8,28,5,False
Egreso,-34.579632000000004,-58.427733,2020,4,15,3,False
Interna,-34.53698,-58.470968000000006,2020,4,17,20,False
Egreso,-34.588796,-58.38152,2020,8,14,23,False
Egreso,-34.579632,-58.427733,2021,9,17,22,False
Egreso,-34.633299,-58.468594,2021,1,12,5,False
Egreso,-34.588796,-58.38152,2021,1,28,12,True
Interna,-34.579632000000004,-58.427733,2020,5,27,18,True
Ingreso,-34.588796,-58.38152,2020,8,30,20,False
Interna,-34.618036,-58.410236,2021,3,20,11,True
Interna,-34.53698,-58.470968,2022,1,16,0,False
Interna,-34.588796,-58.38152,2021,8,25,22,False
Egreso,-34.633299,-58.468594,2021,4,19,16,True
Egreso,-34.579632,-58.427733,2021,9,14,2,False
Interna,,,2022,2,15,6,False
Interna,-34.53698,-58.470968,2021,9,22,12,True
Interna,-34.60855,-58.372951,2020,11,10,12,True
Egreso,-34.579632,-58.427733,2020,7,5,8,False
Interna,-34.588796,-58.38152,2020,8,30,9,False
Interna,-34.633299,-58.468594,2021,3,21,3,False
Interna,-34.633299,-58.468594,2020,6,24,14,False
Interna,-34.60855,-58.372951,2021,6,13,22,False
Ingreso,-34.588796,-58.38152,2021,8,15,17,True
Interna,-34.588796,-58.38152,2020,3,14,4,False
Ingreso,-34.633299,-58.468594,2021,10,16,12,True
Egreso,-34.633299,-58.468594,2021,4,16,6,False
Interna,,,2021,5,21,4,False
Interna,-34.618036,-58.410236,2021,9,10,22,False
Interna,-34.588796,-58.38152,2021,6,1,11,True
Interna,-34.60855,-58.372951,2020,7,3,20,True
Interna,-34.53698,-58.470968,2022,1,21,11,True
Egreso,-34.579632,-58.427733,2021,9,28,18,False
Egreso,-34.633299,-58.468594,2020,3,26,12,False
Interna,-34.53698,-58.470968,2021,6,16,2,False
Interna,-34.588796,-58.38152,2021,11,4,19,True
Interna,-34.618036,-58.410236,2021,10,4,20,False
Ingreso,-34.633299,-58.468594,2021,6,9,5,False
Egreso,-34.588796,-58.38152,2020,9,6,19,False
Egreso,-34.579632,-58.427733,2020,10,28,13,False
Interna,-34.618036,-58.410236,2021,9,15,6,False
