"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"IMPUTED"	"prop_NAs"
17	0.895677467936261	13	13	"Churn"	"Yes"	0
18	0.912500691639462	13	13	"Churn"	"Yes"	0
19	0.895667395491697	12	13	"Churn"	"Yes"	0
20	0.926545642483365	13	13	"Churn"	"Yes"	0
21	0.883481727744023	12	13	"Churn"	"Yes"	0
22	0.899149321266968	13	13	"Churn"	"Yes"	0
23	0.901539648954715	13	13	"Churn"	"Yes"	0
24	0.89001391348343	13	13	"Churn"	"Yes"	0
25	0.933142701525055	12	13	"Churn"	"Yes"	0
26	0.910689283457445	13	13	"Churn"	"Yes"	0
27	0.957898020532017	13	13	"Churn"	"Yes"	0
28	0.886801397205589	13	13	"Churn"	"Yes"	0
29	0.910643729474548	13	13	"Churn"	"Yes"	0
30	0.910525610083132	13	13	"Churn"	"Yes"	0
1	0.925954198473282	14	14	"Churn"	"Yes"	0
2	0.924866038433112	14	14	"Churn"	"Yes"	0
3	0.897930618401207	13	14	"Churn"	"Yes"	0
4	0.909171784422889	13	14	"Churn"	"Yes"	0
5	0.925361279802069	14	14	"Churn"	"Yes"	0
6	0.908615384615385	14	14	"Churn"	"Yes"	0
7	0.890214177978884	12	14	"Churn"	"Yes"	0
8	0.892886485006162	14	14	"Churn"	"Yes"	0
9	0.925516196007999	14	14	"Churn"	"Yes"	0
10	0.886693891441211	14	14	"Churn"	"Yes"	0
11	0.886771014621277	12	14	"Churn"	"Yes"	0
12	0.902662327190629	14	14	"Churn"	"Yes"	0
13	0.867270884646962	13	14	"Churn"	"Yes"	0
14	0.879405840886203	14	14	"Churn"	"Yes"	0
15	0.883820434884265	14	14	"Churn"	"Yes"	0
16	0.882356337767923	14	14	"Churn"	"Yes"	0
17	0.8966395173454	13	14	"Churn"	"Yes"	0
18	0.914358845250084	14	14	"Churn"	"Yes"	0
19	0.853949329359165	13	14	"Churn"	"Yes"	0
20	0.874414809343991	14	14	"Churn"	"Yes"	0
21	0.91415228617473	14	14	"Churn"	"Yes"	0
22	0.88992585180624	14	14	"Churn"	"Yes"	0
23	0.90164483012875	14	14	"Churn"	"Yes"	0
24	0.884926629261977	14	14	"Churn"	"Yes"	0
25	0.868406593406593	14	14	"Churn"	"Yes"	0
26	0.92745221833209	14	14	"Churn"	"Yes"	0
27	0.909191318349369	14	14	"Churn"	"Yes"	0
28	0.878384381575871	14	14	"Churn"	"Yes"	0
29	0.889850586571898	14	14	"Churn"	"Yes"	0
30	0.910123392984043	14	14	"Churn"	"Yes"	0
1	0.883415032679739	14	15	"Churn"	"Yes"	0
2	0.893825504934656	12	15	"Churn"	"Yes"	0
3	0.897664893942173	12	15	"Churn"	"Yes"	0
4	0.895977749251177	15	15	"Churn"	"Yes"	0
5	0.937701231060606	15	15	"Churn"	"Yes"	0
6	0.881055235563432	14	15	"Churn"	"Yes"	0
7	0.895361457458492	12	15	"Churn"	"Yes"	0
8	0.890489829319617	13	15	"Churn"	"Yes"	0
9	0.897140993452469	15	15	"Churn"	"Yes"	0
10	0.919382038529698	15	15	"Churn"	"Yes"	0
11	0.883656768763152	15	15	"Churn"	"Yes"	0
12	0.889271457085828	14	15	"Churn"	"Yes"	0
13	0.870256933809767	15	15	"Churn"	"Yes"	0
14	0.887607657212289	15	15	"Churn"	"Yes"	0
15	0.887209964330115	15	15	"Churn"	"Yes"	0
16	0.886379558510706	15	15	"Churn"	"Yes"	0
17	0.88845130197094	15	15	"Churn"	"Yes"	0
18	0.922272682518584	14	15	"Churn"	"Yes"	0
19	0.880849987351379	13	15	"Churn"	"Yes"	0
20	0.889891959002536	13	15	"Churn"	"Yes"	0
21	0.897698401699926	15	15	"Churn"	"Yes"	0
22	0.862556483636862	15	15	"Churn"	"Yes"	0
23	0.90418118466899	13	15	"Churn"	"Yes"	0
24	0.847183937383019	15	15	"Churn"	"Yes"	0
25	0.898284680638723	13	15	"Churn"	"Yes"	0
26	0.927424252212675	14	15	"Churn"	"Yes"	0
27	0.879894649621212	13	15	"Churn"	"Yes"	0
28	0.89268782643632	14	15	"Churn"	"Yes"	0
29	0.884234289870586	13	15	"Churn"	"Yes"	0
30	0.881771501925546	13	15	"Churn"	"Yes"	0
1	0.904719142068822	13	16	"Churn"	"Yes"	0
2	0.881423069869796	16	16	"Churn"	"Yes"	0
3	0.918738267632073	14	16	"Churn"	"Yes"	0
4	0.891731820040393	13	16	"Churn"	"Yes"	0
5	0.88735452002887	15	16	"Churn"	"Yes"	0
6	0.875686123880209	15	16	"Churn"	"Yes"	0
7	0.894912918871252	13	16	"Churn"	"Yes"	0
8	0.89590346907994	16	16	"Churn"	"Yes"	0
9	0.883947472062226	16	16	"Churn"	"Yes"	0
10	0.854393939393939	16	16	"Churn"	"Yes"	0
11	0.887339388157161	14	16	"Churn"	"Yes"	0
12	0.927152720541541	12	16	"Churn"	"Yes"	0
13	0.88828559949492	16	16	"Churn"	"Yes"	0
14	0.919052414520692	14	16	"Churn"	"Yes"	0
15	0.860688830747023	16	16	"Churn"	"Yes"	0
16	0.922781550258684	16	16	"Churn"	"Yes"	0
17	0.930799141861089	14	16	"Churn"	"Yes"	0
18	0.903294117647059	12	16	"Churn"	"Yes"	0
19	0.89226741622575	14	16	"Churn"	"Yes"	0
20	0.917064027097241	15	16	"Churn"	"Yes"	0
21	0.870698948046638	12	16	"Churn"	"Yes"	0
22	0.897498646697943	16	16	"Churn"	"Yes"	0
23	0.874208192567568	15	16	"Churn"	"Yes"	0
24	0.921320266272189	14	16	"Churn"	"Yes"	0
25	0.903316896618733	15	16	"Churn"	"Yes"	0
26	0.872913659328762	14	16	"Churn"	"Yes"	0
27	0.868725369855934	13	16	"Churn"	"Yes"	0
28	0.864602822555664	15	16	"Churn"	"Yes"	0
29	0.927321623093682	15	16	"Churn"	"Yes"	0
30	0.892122552963261	15	16	"Churn"	"Yes"	0
1	0.933634992458522	15	17	"Churn"	"Yes"	0
2	0.840026896509567	15	17	"Churn"	"Yes"	0
3	0.873122327182627	15	17	"Churn"	"Yes"	0
4	0.87113258014292	15	17	"Churn"	"Yes"	0
5	0.888296808648293	15	17	"Churn"	"Yes"	0
6	0.913269412878788	15	17	"Churn"	"Yes"	0
7	0.876293480373105	14	17	"Churn"	"Yes"	0
8	0.905479766135504	14	17	"Churn"	"Yes"	0
